video_id,channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_tags
OotKSbV37qk,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-07-10,"Infectólogo considera ""muy probable"" uso de tercera dosis de Pfizer para mayor protección","El especialista del Hospital Jackson Memorial de Miami, José Gonzáles Zamora también señaló que la vacuna de Johnson & Johnson sería eficaz contra la variante delta del nuevo coronavirus, según datos preliminares.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,1977,5,19,NA,RPP|RPP Noticias|Noticias Peru|Perú
SLMlvLupTM4,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-07-13,"""No hay evidencia científica"": Minsa responde al Colegio Médico del Perú que pide una tercera dosis","El médico Arturo Granados, vocero del Ministerio de Salud (Minsa), respondió a la solicitud del Colegio Médico del Perú, que pidió la aplicación de una tercera dosis para el personal de salud a nivel nacional. 

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,2384,21,24,NA,RPP|RPP Noticias|Noticias Peru|Perú|Minsa|Ministerio de Salud del Perú|Vacunación en el Perú|Tercera dosis contra la COVID-19|Coronavirus en el Perú|Dr. Elmer Huerta|Elmer Huerta|Dr. Huerta
sjlLaeveBXM,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-07-14,COVID-19: La postura del Minsa ante una posible dosis de refuerzo de la vacuna,"El viceministro de Salud Pública, Gustavo Rosell, en conversación con el doctor Elmer Huerta en el programa Espacio Vital, comentó que no hay evidencia científica para la aplicación de una tercera dosis de la vacuna contra la COVID-19.


#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,955,1,11,NA,RPP|RPP Noticias|Noticias Peru|Perú|Noticias|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|tercera ola|vacuna covid|sinopharm|vacunación peru|variante
g-znb99dKqc,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-07-16,Vocero de Minsa: Efectividad de Sinopharm para prevenir muerte es de 90%,"Arturo Granados, vocero y asesor del Ministerio de Salud, recordó en RPP Noticias que la vacuna Sinopharm protege de manera efectiva a la población y que su uso está respaldado por la Organización Mundial de la Salud.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,2723,19,39,NA,RPP|RPP Noticias|Noticias Peru|Perú|Tercera dosis|Efectividad de la vacuna|Vacunación en el Perú|Minsa|Ministerio de Salud|Arturo Granados|EsSalud|Colegio Médico del Perú
OB038PtbP4c,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-07-17,Segunda vacunatón: “Queremos llegar a las 100 mil dosis aplicadas por día”,"“Estamos satisfechos con resultados del primer Vacunatón donde 230 mil personas fueron inmunizadas”, sostuvo en RPP Gabriela Jiménez, directora de Inmunizaciones del MINSA.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,925,4,10,NA,RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|segunda Vacunatón|inmunización|licenciada|Gabriela Jiménez|directora de Inmunizaciones del MINSA
ZPlt5FN_c9Q,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-07-17,Gino Costa en 'Nada está dicho' con Jaime Chincha,"El congresista Gino Costa se manifestó sobre la modificación de la ley de colaboración eficaz.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,121431,332,1312,NA,RPP|RPP Noticias|Noticias Peru|Perú|Noticias|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|tercera ola|vacuna covid|sinopharm|vacunación peru|variante
Plvp8Tebf4w,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-07-23,¿Cuál es la eficacia de las vacunas que se inoculan en el Perú?,"El jefe del INS Víctor Suárez Moreno explicó la eficacia que tienen las vacunas que se inoculan en el Perú.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,1782,11,18,NA,RPP|RPP Noticias|Noticias Peru|Perú|Noticias|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|vacuna covid|sinopharm|vacunación peru|variante|pedro castillo
sI1tQp8q1g0,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-07-23,Vocero del MINSA: “Estamos preparándonos para recibir a mayores de 40 años en la tercera vacunatón”,"Este fin de semana se iniciará la tercera vacunatón con personas mayores de 40 años, informó Arturo Granados, vocero del MINSA. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,7305,29,67,NA,RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|elecciones 2021|pedro castillo|Perú Libre|Castillo presidente|ángeles de la muerte|hospital Almenara|tercera vacunatón|vacunas mayores de 40 años|link de vacunas
4MegG4t6eGw,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-07-25,"Palacios: “Un paciente oncológico espera 6 meses para acceder a una operación, aproximadamente”","Víctor Palacios, Dir. ejecutivo de la Dirección de Prevención y Control del Cáncer del Minsa, detalló la situación de las cifras oncológicas en el Perú durante la pandemia.

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,1782,4,20,NA,RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|CASTILLO hoy|Casos de coronavirus hoy|casos covid hoy|Víctor Palacios|Dirección de Prevención|Control del Cáncer|Minsa|cáncer peru|cifras oncológicas|inen
2Zcik-BInj4,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-07-27,Jiménez: “Es necesario ingresar a la plataforma y verificar qué día les toca su vacuna”,"“Llamamos a la calma a toda la población respecto al proceso de vacunación, la programación está elaborada hasta fin de año incluso proyectada a enero del 2022”, afirmó en RPP Gabriela Jiménez, directora de Inmunizaciones del MINSA 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,2446,5,19,NA,RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|CASTILLO hoy|Casos de coronavirus hoy|casos covid hoy|elecciones 2021|proceso de vacunación|programación de vacunas|Gabriela Jiménez|directora de Inmunizaciones del MINSA|28 feriado|28 y 29 de julio|vacunas en 28 de julio
B-soHIC9u_k,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-03,"Huerta: “el 99,999 % de vacunados no han tenido algún caso grave o han fallecido por covid-19”","“La efectividad de una vacuna se mide en tres niveles al evitar: la infección, agravamiento de la enfermedad o causar la muerte”, sostuvo en RPP el Dr. Elmer Huerta, consejero médico de RPP.

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,1856,22,24,NA,RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|elmer huerta|vacunas en EE.UU.
Ij-Z-M0Q0a0,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-03,Jiménez: “para la vacunatón de este fin de semana la meta es 300 mil personas en Lima y Callao”,"“Estamos preparando la cuarta vacunatón para este fin de semana en Lima y Callao con una meta de 300 mil personas vacunadas”, sostuvo en RPP la lic. Gabriela Jiménez, jefa de la dir. de inmunizaciones del MINSA

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,2199,4,20,NA,cuarta vacunatón|personas vacunadas|Gabriela Jiménez|jefa|inmunizaciones del MINSA|RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy
6tP7mpdrj7g,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-04,Ministro Hernando Cevallos sobre la vacuna de Sinopharm: “Es eficiente para controlar la mortalidad”,"El ministro de Salud, Hernando Cevallos, resaltó que la vacuna de Sinopharm es eficiente para prevenir la hospitalización y controlar la mortalidad por COVID-19.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,42299,465,550,NA,RPP|RPP Noticias|Noticias Peru|Perú|Dr. Elmer Huerta|Ministro de Salud|Hernando Cevallos|Todo sobre el coronavirus|Espacio vital|Programas del Dr Huerta|Dr Huerta|Ministro de Salud de Pedro Castillo|Ministro de Pedro Castillo|Gabinete de Pedro Castillo|Pedro Castillo pandemia|Pedro Castillo coronavirus|Coronavirus en el Perú|COVID-19 en Perú
9dY-dpUeD6E,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-04,COVID-19: Los testimonios de ciudadanos que han recibido la vacuna de Sinopharm,"RPP Noticias ha recogido los testimonios de algunos ciudadanos que ya han recibido sus dosis de la vacuna contra la COVID-19 del laboratorio Sinopharm. Conoce sus experiencias en esta audiogalería.

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,1699,30,15,NA,RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Castillo hoy|Casos de coronavirus hoy|casos covid hoy|Castillo presidente|llegan vacunas peru|PROPUESTAS PRESIDENCIALES|Perú libre|noticias castillo|Percy Mayta-Tristán|efectividad de las vacunas
Z66i6jUmK0g,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-04,Minsa brinda conferencia sobre eficacia de vacuna Sinopharm,"“Luego de la segunda dosis de Sinopharm la mortalidad por COVID disminuye”, sostuvo Lely Solari, médica infectóloga.

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,4912,99,27,NA,RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Castillo hoy|Casos de coronavirus hoy|casos covid hoy|Castillo presidente|llegan vacunas peru|PROPUESTAS PRESIDENCIALES|Perú libre|noticias castillo|Percy Mayta-Tristán|efectividad de las vacunas
eNxSXPcuuks,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-04,Mayta-Tristán: “la vacuna Sinopharm tiene una efectividad bastante alta”,"El dr. Percy Mayta-Tristán, director de investigación de la Universidad Científica Del Sur, nos explica todo sobre la efectividad de las vacunas y los beneficios de estar vacunados

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,16792,259,242,NA,RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Castillo hoy|Casos de coronavirus hoy|casos covid hoy|Castillo presidente|llegan vacunas peru|PROPUESTAS PRESIDENCIALES|Perú libre|noticias castillo|Percy Mayta-Tristán|efectividad de las vacunas
6ptc0dqWfDs,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-05,"Antonio Quispe: ""Decir que la vacuna de Sinopharm es agua destilada es una gran mentira""","Antonio Quispe, miembro del equipo de asesores del Ministerio de Salud, considera que ""hay un movimiento antivacunas muy fuerte"" en el Perú.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,13481,257,151,NA,RPP|RPP Noticias|Noticias Peru|Perú
-lKSy2XmQ6I,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-05,"Ministro Hernando Cevallos: ""Presidente Castillo se vacunará con dosis de Sinopharm""","#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,1009,7,8,NA,RPP|RPP Noticias|Noticias Peru|Perú
oGlvngeJXzo,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-05,"Óscar Ugarte: ""No hay ningún estudio en el país que diga que la vacuna de Sinopharm no funcione""","El exministro de Salud, Óscar Ugarte, se pronunció sobre las declaraciones que han emitido en contra de la vacuna de Sinopharm que forma parte del proceso de vacunación en el Perú.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,2909,59,25,NA,RPP|RPP Noticias|Noticias Peru|Perú
hY2btSs5lz4,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-05,"Médico vacunado con Sinopharm: ""La vacuna cumple su objetivo, reducir la mortalidad""","Dr. Walter Luque, jefe de pediatría del Hospital Dos de Mayo, contó su experiencia después de haber recibido la vacuna de Sinopharm y cómo cambió el ambiente laboral después de que el personal de salud la recibiera.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,1357,31,17,NA,RPP|RPP Noticias|Noticias Peru|Perú
zcFgzY8rsyU,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,2021-08-05,Vacuna de Sinopharm: Colegio de Biólogos rechaza declaraciones del congresista Ernesto Bustamante,"El Colegio de Biólogos del Perú informó que las declaraciones del congresista de Fuerza Popular, Ernesto Bustamante, sobre la vacuna contra el COVID-19 del laboratorio chino Sinopharm son a título personal y que su institución alienta la vacunación emprendida por el Estado.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.",25,5141,89,39,NA,RPP|RPP Noticias|Noticias Peru|Perú|Congresista Ernesto Bustamante|Vacunas de Sinopharm
